,Date,Open,High,Low,Close,Adj Close,Volume,date,long_MA,short_MA,crosszero,accumulation,position,buy,sell
0,2022-07-01,86.4000015258789,86.80000305175781,82.9000015258789,82.9000015258789,82.9000015258789,2606316,2022-07-01,82.9000015258789,,0.0,0,,,
1,2022-07-04,82.69999694824219,84.30000305175781,82.69999694824219,83.0,83.0,973687,2022-07-04,83.0,,0.0,0,0.0,,
2,2022-07-05,84.19999694824219,84.4000015258789,82.0999984741211,83.0,83.0,1036250,2022-07-05,83.0,,0.0,0,0.0,,
3,2022-07-06,83.0,83.5,82.0,82.0,82.0,1245461,2022-07-06,82.0,,0.0,0,0.0,,
4,2022-07-07,82.9000015258789,82.9000015258789,81.0999984741211,82.30000305175781,82.30000305175781,1186805,2022-07-07,82.30000305175781,82.64000091552734,0.0,0,0.0,,
5,2022-07-08,83.0999984741211,84.30000305175781,82.80000305175781,83.9000015258789,83.9000015258789,1600352,2022-07-08,83.9000015258789,82.84000091552734,1.0,0,0.0,,
6,2022-07-11,84.30000305175781,84.5,83.9000015258789,84.0999984741211,84.0999984741211,800163,2022-07-11,84.0999984741211,83.06000061035157,1.0,0,0.0,,
7,2022-07-12,83.5999984741211,84.30000305175781,82.69999694824219,83.4000015258789,83.4000015258789,1141000,2022-07-12,83.4000015258789,83.14000091552734,1.0,1,1.0,83.4,
8,2022-07-13,84.5999984741211,84.9000015258789,84.0,84.0,84.0,1107530,2022-07-13,84.0,83.54000091552734,1.0,1,0.0,,
9,2022-07-14,83.80000305175781,84.4000015258789,83.30000305175781,83.4000015258789,83.4000015258789,1007370,2022-07-14,83.4000015258789,83.76000061035157,0.0,0,-1.0,,83.4
10,2022-07-15,83.4000015258789,84.9000015258789,83.4000015258789,84.5,84.5,845607,2022-07-15,84.5,83.88000030517578,1.0,0,0.0,,
11,2022-07-18,84.80000305175781,85.30000305175781,84.19999694824219,84.80000305175781,84.80000305175781,2826220,2022-07-18,84.80000305175781,84.02000122070312,1.0,0,0.0,,
12,2022-07-19,84.5999984741211,85.19999694824219,83.5,85.19999694824219,85.19999694824219,2827056,2022-07-19,85.19999694824219,84.38000030517578,1.0,1,1.0,85.2,
13,2022-07-20,85.5999984741211,86.5999984741211,85.4000015258789,85.80000305175781,85.80000305175781,3115032,2022-07-20,85.80000305175781,84.74000091552735,1.0,1,0.0,,
14,2022-07-21,86.0,86.69999694824219,85.5999984741211,86.69999694824219,86.69999694824219,2804078,2022-07-21,86.69999694824219,85.4,1.0,1,0.0,,
15,2022-07-22,86.9000015258789,87.5,86.5999984741211,87.19999694824219,87.19999694824219,2774517,2022-07-22,87.19999694824219,85.93999938964843,1.0,1,0.0,,
16,2022-07-25,87.19999694824219,88.4000015258789,87.19999694824219,88.4000015258789,88.4000015258789,1174056,2022-07-25,88.4000015258789,86.65999908447266,1.0,1,0.0,,
17,2022-07-26,88.4000015258789,88.5999984741211,87.69999694824219,87.69999694824219,87.69999694824219,820248,2022-07-26,87.69999694824219,87.15999908447266,1.0,1,0.0,,
18,2022-07-27,87.80000305175781,88.69999694824219,87.69999694824219,88.69999694824219,88.69999694824219,1080521,2022-07-27,88.69999694824219,87.73999786376953,1.0,1,0.0,,
19,2022-07-28,89.19999694824219,89.30000305175781,88.0999984741211,88.80000305175781,88.80000305175781,1148397,2022-07-28,88.80000305175781,88.15999908447266,1.0,1,0.0,,
20,2022-07-29,90.5999984741211,93.30000305175781,90.30000305175781,93.30000305175781,93.30000305175781,3397753,2022-07-29,93.30000305175781,89.38000030517578,1.0,1,0.0,,
21,2022-08-01,94.0,94.0,92.19999694824219,93.19999694824219,93.19999694824219,1474908,2022-08-01,93.19999694824219,90.33999938964844,1.0,1,0.0,,
22,2022-08-02,92.30000305175781,93.0999984741211,92.0999984741211,92.5999984741211,92.5999984741211,1020788,2022-08-02,92.5999984741211,91.31999969482422,1.0,1,0.0,,
23,2022-08-03,92.0999984741211,93.4000015258789,92.0999984741211,93.4000015258789,93.4000015258789,1289376,2022-08-03,93.4000015258789,92.26000061035157,1.0,1,0.0,,
24,2022-08-04,92.80000305175781,93.4000015258789,92.30000305175781,93.0,93.0,1545100,2022-08-04,93.0,93.1,0.0,0,-1.0,,93.0
25,2022-08-05,93.80000305175781,95.0,93.69999694824219,94.5999984741211,94.5999984741211,1554650,2022-08-05,94.5999984741211,93.35999908447266,1.0,0,0.0,,
26,2022-08-08,94.5999984741211,97.0,94.0999984741211,96.5,96.5,1524708,2022-08-08,96.5,94.01999969482422,1.0,0,0.0,,
27,2022-08-09,97.5999984741211,99.19999694824219,97.19999694824219,99.0999984741211,99.0999984741211,2838010,2022-08-09,99.0999984741211,95.31999969482422,1.0,1,1.0,99.1,
28,2022-08-10,99.19999694824219,100.5,98.5999984741211,99.5,99.5,2637586,2022-08-10,99.5,96.53999938964844,1.0,1,0.0,,
29,2022-08-11,101.0,101.5,100.0,100.5,100.5,2292359,2022-08-11,100.5,98.03999938964844,1.0,1,0.0,,
30,2022-08-12,100.5,101.5,100.0,100.5,100.5,1442563,2022-08-12,100.5,99.21999969482422,1.0,1,0.0,,
31,2022-08-15,100.5,101.5,99.69999694824219,100.0,100.0,1597167,2022-08-15,100.0,99.91999969482421,1.0,1,0.0,,
32,2022-08-16,100.0,101.0,99.80000305175781,101.0,101.0,1451071,2022-08-16,101.0,100.3,1.0,1,0.0,,
33,2022-08-17,100.5,101.0,99.9000015258789,100.0,100.0,1160294,2022-08-17,100.0,100.4,0.0,0,-1.0,,100.0
34,2022-08-18,99.5999984741211,100.5,99.30000305175781,100.5,100.5,1042576,2022-08-18,100.5,100.4,1.0,0,0.0,,
35,2022-08-19,101.0,101.0,100.5,100.5,100.5,726498,2022-08-19,100.5,100.4,1.0,0,0.0,,
36,2022-08-22,100.0,101.0,99.80000305175781,100.5,100.5,445000,2022-08-22,100.5,100.5,0.0,0,0.0,,
37,2022-08-23,100.0,100.5,100.0,100.0,100.0,698024,2022-08-23,100.0,100.3,0.0,0,0.0,,
38,2022-08-24,100.5,101.0,99.69999694824219,99.80000305175781,99.80000305175781,682289,2022-08-24,99.80000305175781,100.26000061035157,0.0,0,0.0,,
39,2022-08-25,99.9000015258789,100.5,98.69999694824219,99.0,99.0,1194051,2022-08-25,99.0,99.96000061035156,0.0,0,0.0,,
40,2022-08-26,99.4000015258789,100.0,99.4000015258789,99.5999984741211,99.5999984741211,610225,2022-08-26,99.5999984741211,99.78000030517578,0.0,0,0.0,,
41,2022-08-29,98.5999984741211,98.5999984741211,97.30000305175781,98.19999694824219,98.19999694824219,940400,2022-08-29,98.19999694824219,99.31999969482422,0.0,0,0.0,,
42,2022-08-30,98.0,99.80000305175781,98.0,99.4000015258789,99.4000015258789,573394,2022-08-30,99.4000015258789,99.2,1.0,0,0.0,,
43,2022-08-31,99.4000015258789,100.5,99.4000015258789,100.5,100.5,904300,2022-08-31,100.5,99.33999938964844,1.0,0,0.0,,
44,2022-09-01,100.0,100.5,99.30000305175781,99.5,99.5,1324400,2022-09-01,99.5,99.43999938964843,1.0,1,1.0,99.5,
45,2022-09-02,99.5,100.5,99.5,100.0,100.0,751475,2022-09-02,100.0,99.51999969482422,1.0,1,0.0,,
46,2022-09-05,100.0,100.0,96.5,96.5,96.5,2434351,2022-09-05,96.5,99.18000030517578,0.0,0,-1.0,,96.5
47,2022-09-06,96.69999694824219,97.30000305175781,94.5999984741211,95.5,95.5,1955067,2022-09-06,95.5,98.4,0.0,0,0.0,,
48,2022-09-07,95.0,96.4000015258789,94.80000305175781,96.0,96.0,1116500,2022-09-07,96.0,97.5,0.0,0,0.0,,
49,2022-09-08,96.4000015258789,99.19999694824219,95.5999984741211,98.80000305175781,98.80000305175781,2429990,2022-09-08,98.80000305175781,97.36000061035156,1.0,0,0.0,,
50,2022-09-12,100.0,100.5,99.5,99.69999694824219,99.69999694824219,1045484,2022-09-12,99.69999694824219,97.3,1.0,0,0.0,,
51,2022-09-13,99.69999694824219,100.5,99.0,99.5999984741211,99.5999984741211,1077409,2022-09-13,99.5999984741211,97.91999969482421,1.0,1,1.0,99.6,
52,2022-09-14,98.0,99.30000305175781,97.69999694824219,98.80000305175781,98.80000305175781,1604200,2022-09-14,98.80000305175781,98.58000030517579,1.0,1,0.0,,
53,2022-09-15,99.30000305175781,100.0,99.0,99.0,99.0,1196110,2022-09-15,99.0,99.18000030517578,0.0,0,-1.0,,99.0
54,2022-09-16,99.0,101.0,98.30000305175781,101.0,101.0,3651399,2022-09-16,101.0,99.61999969482422,1.0,0,0.0,,
55,2022-09-19,101.5,101.5,98.5999984741211,98.9000015258789,98.9000015258789,2868990,2022-09-19,98.9000015258789,99.46000061035156,0.0,0,0.0,,
56,2022-09-20,99.0999984741211,100.5,98.5,100.5,100.5,2857726,2022-09-20,100.5,99.64000091552734,1.0,0,0.0,,
57,2022-09-21,99.80000305175781,100.5,99.5,100.5,100.5,3119357,2022-09-21,100.5,99.98000030517578,1.0,0,0.0,,
58,2022-09-22,99.19999694824219,99.4000015258789,98.0999984741211,98.30000305175781,98.30000305175781,4035130,2022-09-22,98.30000305175781,99.84000091552734,0.0,0,0.0,,
59,2022-09-23,98.5999984741211,99.4000015258789,98.0,98.4000015258789,98.4000015258789,999640,2022-09-23,98.4000015258789,99.32000122070312,0.0,0,0.0,,
60,2022-09-26,97.9000015258789,97.9000015258789,96.0999984741211,96.30000305175781,96.30000305175781,1763200,2022-09-26,96.30000305175781,98.80000152587891,0.0,0,0.0,,
61,2022-09-27,97.0,100.5,97.0,100.5,100.5,4614084,2022-09-27,100.5,98.80000152587891,1.0,0,0.0,,
62,2022-09-28,101.0,101.5,99.5,100.5,100.5,2793394,2022-09-28,100.5,98.80000152587891,1.0,0,0.0,,
63,2022-09-29,101.0,101.5,99.4000015258789,100.0,100.0,3327391,2022-09-29,100.0,99.14000091552734,1.0,1,1.0,100.0,
64,2022-09-30,99.0,100.5,98.80000305175781,100.5,100.5,1653837,2022-09-30,100.5,99.56000061035157,1.0,1,0.0,,
65,2022-10-03,99.5999984741211,100.5,98.5999984741211,98.5999984741211,98.5999984741211,1260914,2022-10-03,98.5999984741211,100.01999969482422,0.0,0,-1.0,,98.6
66,2022-10-04,98.9000015258789,99.80000305175781,95.19999694824219,98.0,98.0,4424101,2022-10-04,98.0,99.51999969482422,0.0,0,0.0,,
67,2022-10-05,98.9000015258789,100.5,97.69999694824219,97.80000305175781,97.80000305175781,1946996,2022-10-05,97.80000305175781,98.98000030517578,0.0,0,0.0,,
68,2022-10-06,98.19999694824219,99.0999984741211,98.0999984741211,98.30000305175781,98.30000305175781,988035,2022-10-06,98.30000305175781,98.64000091552734,0.0,0,0.0,,
69,2022-10-07,98.5,99.19999694824219,98.19999694824219,99.0,99.0,956444,2022-10-07,99.0,98.34000091552734,1.0,0,0.0,,
70,2022-10-11,97.19999694824219,98.0,96.80000305175781,97.19999694824219,97.19999694824219,1479200,2022-10-11,97.19999694824219,98.06000061035157,0.0,0,0.0,,
71,2022-10-12,97.0,98.30000305175781,97.0,97.4000015258789,97.4000015258789,1012974,2022-10-12,97.4000015258789,97.94000091552735,0.0,0,0.0,,
72,2022-10-13,97.5999984741211,97.80000305175781,94.4000015258789,94.69999694824219,94.69999694824219,1687265,2022-10-13,94.69999694824219,97.31999969482422,0.0,0,0.0,,
73,2022-10-14,96.0,96.5999984741211,95.80000305175781,96.0,96.0,1091130,2022-10-14,96.0,96.85999908447266,0.0,0,0.0,,
74,2022-10-17,96.0,97.80000305175781,95.0999984741211,97.80000305175781,97.80000305175781,2282381,2022-10-17,97.80000305175781,96.61999969482422,1.0,0,0.0,,
75,2022-10-18,97.9000015258789,99.30000305175781,97.5999984741211,98.5,98.5,2338163,2022-10-18,98.5,96.88000030517578,1.0,0,0.0,,
76,2022-10-19,98.5999984741211,99.80000305175781,98.30000305175781,98.5,98.5,2136774,2022-10-19,98.5,97.1,1.0,1,1.0,98.5,
77,2022-10-20,98.0999984741211,98.0999984741211,95.5999984741211,96.30000305175781,96.30000305175781,1647141,2022-10-20,96.30000305175781,97.42000122070313,0.0,0,-1.0,,96.3
78,2022-10-21,96.69999694824219,96.69999694824219,95.5,95.80000305175781,95.80000305175781,819332,2022-10-21,95.80000305175781,97.38000183105468,0.0,0,0.0,,
79,2022-10-24,96.69999694824219,97.5,96.0999984741211,96.4000015258789,96.4000015258789,1065003,2022-10-24,96.4000015258789,97.10000152587891,0.0,0,0.0,,
80,2022-10-25,96.30000305175781,96.4000015258789,93.19999694824219,93.19999694824219,93.19999694824219,2897326,2022-10-25,93.19999694824219,96.04000091552734,0.0,0,0.0,,
81,2022-10-26,94.0999984741211,94.19999694824219,92.4000015258789,92.9000015258789,92.9000015258789,1335493,2022-10-26,92.9000015258789,94.92000122070313,0.0,0,0.0,,
82,2022-10-27,93.19999694824219,94.69999694824219,93.19999694824219,94.5999984741211,94.5999984741211,1494137,2022-10-27,94.5999984741211,94.58000030517579,1.0,0,0.0,,
83,2022-10-28,95.4000015258789,97.4000015258789,94.4000015258789,95.5999984741211,95.5999984741211,2660060,2022-10-28,95.5999984741211,94.53999938964844,1.0,0,0.0,,
84,2022-10-31,96.19999694824219,99.0,96.19999694824219,98.4000015258789,98.4000015258789,3514905,2022-10-31,98.4000015258789,94.93999938964843,1.0,1,1.0,98.4,
85,2022-11-01,98.4000015258789,98.5999984741211,97.5,98.19999694824219,98.19999694824219,1449381,2022-11-01,98.19999694824219,95.93999938964843,1.0,1,0.0,,
86,2022-11-02,98.30000305175781,99.9000015258789,97.80000305175781,99.9000015258789,99.9000015258789,2657651,2022-11-02,99.9000015258789,97.33999938964844,1.0,1,0.0,,
87,2022-11-03,98.69999694824219,99.9000015258789,98.5999984741211,99.9000015258789,99.9000015258789,966906,2022-11-03,99.9000015258789,98.4,1.0,1,0.0,,
88,2022-11-04,99.9000015258789,99.9000015258789,98.30000305175781,99.0999984741211,99.0999984741211,1458706,2022-11-04,99.0999984741211,99.1,0.0,0,-1.0,,99.1
89,2022-11-07,99.30000305175781,99.4000015258789,98.5,98.5999984741211,98.5999984741211,1113560,2022-11-07,98.5999984741211,99.13999938964844,0.0,0,0.0,,
90,2022-11-08,99.4000015258789,99.80000305175781,98.9000015258789,99.19999694824219,99.19999694824219,1171290,2022-11-08,99.19999694824219,99.33999938964844,0.0,0,0.0,,
91,2022-11-09,100.0,102.0,100.0,101.5,101.5,3702719,2022-11-09,101.5,99.65999908447266,1.0,0,0.0,,
92,2022-11-10,101.0,102.0,100.5,101.0,101.0,1973714,2022-11-10,101.0,99.87999877929687,1.0,0,0.0,,
93,2022-11-11,103.5,104.0,101.5,101.5,101.5,2408941,2022-11-11,101.5,100.35999908447266,1.0,1,1.0,101.5,
94,2022-11-14,101.5,102.5,101.5,102.5,102.5,1386865,2022-11-14,102.5,101.13999938964844,1.0,1,0.0,,
95,2022-11-15,102.0,103.5,102.0,103.5,103.5,1765434,2022-11-15,103.5,102.0,1.0,1,0.0,,
