Date,Open,High,Low,Close,Adj Close,Volume
2022-10-13,15.0,15.0,15.0,15.0,15.0,0
2022-10-14,15.0,15.0,15.0,15.0,15.0,0
2022-10-17,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0
2022-10-18,15.140000343322754,15.140000343322754,15.140000343322754,15.140000343322754,15.140000343322754,0
2022-10-19,15.149999618530273,15.149999618530273,15.149999618530273,15.149999618530273,15.149999618530273,0
2022-10-20,14.979999542236328,15.020000457763672,14.819999694824219,15.010000228881836,15.010000228881836,51765909
2022-10-21,15.020000457763672,15.050000190734863,14.920000076293945,14.920000076293945,14.920000076293945,27509900
2022-10-24,15.0600004196167,15.149999618530273,14.949999809265137,14.949999809265137,14.949999809265137,32609261
2022-10-25,15.0,15.010000228881836,14.760000228881836,14.779999732971191,14.779999732971191,9122002
2022-10-26,14.819999694824219,14.880000114440918,14.720000267028809,14.819999694824219,14.819999694824219,7820452
2022-10-27,14.930000305175781,15.020000457763672,14.930000305175781,14.989999771118164,14.989999771118164,3310000
2022-10-28,14.979999542236328,14.979999542236328,14.729999542236328,14.75,14.75,5275150
2022-10-31,14.84000015258789,14.949999809265137,14.770000457763672,14.880000114440918,14.880000114440918,3958221
2022-11-01,14.880000114440918,14.970000267028809,14.859999656677246,14.899999618530273,14.899999618530273,2866432
2022-11-02,14.90999984741211,15.050000190734863,14.90999984741211,15.020000457763672,15.020000457763672,3398201
2022-11-03,14.899999618530273,15.0,14.829999923706055,14.989999771118164,14.989999771118164,2131560
2022-11-04,14.949999809265137,15.029999732971191,14.880000114440918,15.010000228881836,15.010000228881836,1719669
2022-11-07,15.079999923706055,15.470000267028809,15.079999923706055,15.4399995803833,15.4399995803833,21593204
2022-11-08,15.520000457763672,15.739999771118164,15.520000457763672,15.59000015258789,15.59000015258789,7529802
2022-11-09,15.770000457763672,15.949999809265137,15.770000457763672,15.930000305175781,15.930000305175781,10494650
2022-11-10,15.90999984741211,15.970000267028809,15.829999923706055,15.930000305175781,15.930000305175781,6343064
2022-11-11,16.360000610351562,16.5,16.200000762939453,16.25,16.25,8940571
2022-11-14,16.25,16.350000381469727,16.229999542236328,16.329999923706055,16.329999923706055,5230624
2022-11-15,16.329999923706055,16.459999084472656,16.280000686645508,16.459999084472656,16.459999084472656,6000301
2022-11-16,16.489999771118164,16.639999389648438,16.40999984741211,16.549999237060547,16.549999237060547,8605772
2022-11-17,16.549999237060547,16.649999618530273,16.469999313354492,16.649999618530273,16.649999618530273,7276004
2022-11-18,16.6299991607666,16.770000457763672,16.579999923706055,16.59000015258789,16.59000015258789,9086130
2022-11-21,16.610000610351562,16.6299991607666,16.43000030517578,16.450000762939453,16.450000762939453,3997319
2022-11-22,16.43000030517578,16.459999084472656,16.360000610351562,16.440000534057617,16.440000534057617,2951086
2022-11-23,16.549999237060547,16.59000015258789,16.520000457763672,16.530000686645508,16.530000686645508,2818045
2022-11-24,16.600000381469727,16.799999237060547,16.600000381469727,16.790000915527344,16.790000915527344,7345810
2022-11-25,16.809999465942383,16.8700008392334,16.65999984741211,16.65999984741211,16.65999984741211,3807848
2022-11-28,16.479999542236328,16.600000381469727,16.399999618530273,16.479999542236328,16.479999542236328,5045339
2022-11-29,16.56999969482422,16.649999618530273,16.440000534057617,16.6299991607666,16.6299991607666,2380542
2022-11-30,16.6299991607666,16.84000015258789,16.6200008392334,16.829999923706055,16.829999923706055,3331048
2022-12-01,17.010000228881836,17.06999969482422,16.940000534057617,17.010000228881836,17.010000228881836,4516011
2022-12-02,16.969999313354492,17.010000228881836,16.889999389648438,16.979999542236328,16.979999542236328,2838303
2022-12-05,16.979999542236328,17.09000015258789,16.950000762939453,16.979999542236328,16.979999542236328,2870639
2022-12-06,16.959999084472656,16.959999084472656,16.649999618530273,16.670000076293945,16.670000076293945,5218176
2022-12-07,16.610000610351562,16.700000762939453,16.469999313354492,16.510000228881836,16.510000228881836,3527693
2022-12-08,16.510000228881836,16.510000228881836,16.350000381469727,16.459999084472656,16.459999084472656,3380000
2022-12-09,16.520000457763672,16.600000381469727,16.520000457763672,16.59000015258789,16.59000015258789,1525680
2022-12-12,16.520000457763672,16.520000457763672,16.360000610351562,16.510000228881836,16.510000228881836,2506620
2022-12-13,16.559999465942383,16.59000015258789,16.440000534057617,16.440000534057617,16.440000534057617,2265863
2022-12-14,16.530000686645508,16.6200008392334,16.469999313354492,16.600000381469727,16.600000381469727,1477713
2022-12-15,16.559999465942383,16.65999984741211,16.540000915527344,16.600000381469727,16.600000381469727,2156306
2022-12-16,16.389999389648438,16.59000015258789,16.350000381469727,16.510000228881836,16.510000228881836,3819739
2022-12-19,16.510000228881836,16.530000686645508,16.389999389648438,16.40999984741211,16.40999984741211,3162649
2022-12-20,16.399999618530273,16.520000457763672,16.110000610351562,16.110000610351562,16.110000610351562,4312662
2022-12-21,16.209999084472656,16.329999923706055,16.209999084472656,16.280000686645508,16.280000686645508,2227410
2022-12-22,16.5,16.719999313354492,16.489999771118164,16.709999084472656,16.709999084472656,3361680
2022-12-23,16.540000915527344,16.56999969482422,16.440000534057617,16.540000915527344,16.540000915527344,2559300
2022-12-26,16.559999465942383,16.56999969482422,16.40999984741211,16.420000076293945,16.420000076293945,2351168
2022-12-27,16.479999542236328,16.709999084472656,16.440000534057617,16.469999313354492,16.469999313354492,2273082
2022-12-28,16.40999984741211,16.40999984741211,16.200000762939453,16.229999542236328,16.229999542236328,3536466
2022-12-29,16.1200008392334,16.31999969482422,16.09000015258789,16.270000457763672,16.270000457763672,2358843
2022-12-30,16.440000534057617,16.5,16.3700008392334,16.3700008392334,16.3700008392334,1883109
2023-01-03,16.3700008392334,16.56999969482422,16.309999465942383,16.530000686645508,16.530000686645508,2122302
2023-01-04,16.530000686645508,16.600000381469727,16.459999084472656,16.5,16.5,1411025
2023-01-05,16.56999969482422,16.690000534057617,16.489999771118164,16.510000228881836,16.510000228881836,1797001
2023-01-06,16.549999237060547,16.75,16.549999237060547,16.719999313354492,16.719999313354492,3157773
2023-01-09,16.84000015258789,16.940000534057617,16.75,16.889999389648438,16.889999389648438,2362415
