,Date,Open,High,Low,Close,Adj Close,Volume,date,long_MA,short_MA,crosszero,accumulation,position,buy,sell
0,2022-07-01,57.400001525878906,58.5,56.900001525878906,57.099998474121094,57.099998474121094,9730280,2022-07-01,57.099998474121094,,0.0,0,,,
1,2022-07-04,57.400001525878906,57.79999923706055,55.29999923706055,55.70000076293945,55.70000076293945,8452684,2022-07-04,55.70000076293945,,0.0,0,0.0,,
2,2022-07-05,56.79999923706055,56.900001525878906,55.5,56.400001525878906,56.400001525878906,5454284,2022-07-05,56.400001525878906,,0.0,0,0.0,,
3,2022-07-06,56.5,56.599998474121094,55.099998474121094,55.099998474121094,55.099998474121094,5674408,2022-07-06,55.099998474121094,,0.0,0,0.0,,
4,2022-07-07,55.29999923706055,57.29999923706055,55.29999923706055,56.70000076293945,56.70000076293945,4812074,2022-07-07,56.70000076293945,56.2,1.0,0,0.0,,
5,2022-07-08,56.5,57.79999923706055,56.20000076293945,57.400001525878906,57.400001525878906,4897669,2022-07-08,57.400001525878906,56.26000061035156,1.0,0,0.0,,
6,2022-07-11,57.5,57.79999923706055,57.0,57.400001525878906,57.400001525878906,2675661,2022-07-11,57.400001525878906,56.60000076293945,1.0,1,1.0,57.4,
7,2022-07-12,56.79999923706055,57.0,56.099998474121094,56.70000076293945,56.70000076293945,4152009,2022-07-12,56.70000076293945,56.66000061035156,1.0,1,0.0,,
8,2022-07-13,57.099998474121094,58.29999923706055,57.099998474121094,57.70000076293945,57.70000076293945,4936330,2022-07-13,57.70000076293945,57.18000106811523,1.0,1,0.0,,
9,2022-07-14,57.70000076293945,59.5,57.5,59.20000076293945,59.20000076293945,5405791,2022-07-14,59.20000076293945,57.68000106811523,1.0,1,0.0,,
10,2022-07-15,59.099998474121094,59.400001525878906,58.599998474121094,58.70000076293945,58.70000076293945,2342554,2022-07-15,58.70000076293945,57.94000091552734,1.0,1,0.0,,
11,2022-07-18,58.70000076293945,59.0,58.099998474121094,58.70000076293945,58.70000076293945,6741810,2022-07-18,58.70000076293945,58.20000076293945,1.0,1,0.0,,
12,2022-07-19,58.400001525878906,58.79999923706055,58.099998474121094,58.79999923706055,58.79999923706055,7232975,2022-07-19,58.79999923706055,58.62000045776367,1.0,1,0.0,,
